name,height,reach,stance,dob,url
Darren Till,"6' 0""","74""",Southpaw,"Dec 24, 1992",http://ufcstats.com/fighter-details/9ce6d5a03af801b7
Leon Edwards,"6' 0""","74""",Southpaw,"Aug 25, 1991",http://ufcstats.com/fighter-details/f1fac969a1d70b08
Gunnar Nelson,"5' 11""","72""",Switch,"Jul 28, 1988",http://ufcstats.com/fighter-details/fd55393021a8c255
Dominick Reyes,"6' 4""","77""",Southpaw,"Dec 26, 1989",http://ufcstats.com/fighter-details/2e19380f34871c6a
Volkan Oezdemir,"6' 2""","75""",Orthodox,"Sep 19, 1989",http://ufcstats.com/fighter-details/0845c81e37d3bcb3
Nathaniel Wood,"5' 6""","69""",Orthodox,"May 08, 1993",http://ufcstats.com/fighter-details/329e403448756217
Jose Quinonez,"5' 8""","69""",,"Jul 28, 1990",http://ufcstats.com/fighter-details/36549928f90f1d36
Claudio Silva,"5' 11""","71""",Southpaw,"Sep 06, 1982",http://ufcstats.com/fighter-details/6f7c616b98e18c29
Jack Marshman,"6' 0""","73""",Orthodox,"Dec 19, 1989",http://ufcstats.com/fighter-details/045f25b3a4c08e81
John Phillips,"5' 11""","75""",Southpaw,"Jun 09, 1985",http://ufcstats.com/fighter-details/e9ac7bfb65c25497
Arnold Allen,"5' 8""","70""",Southpaw,"Jan 22, 1994",http://ufcstats.com/fighter-details/040a74bb0a465c54
Jordan Rinaldi,"5' 10""","72""",Orthodox,"Sep 25, 1987",http://ufcstats.com/fighter-details/c07efc18b231f170
Marc Diakiese,"5' 10""","73""",Orthodox,"Mar 16, 1993",http://ufcstats.com/fighter-details/32c355b04fc57f3a
Joe Duffy,"5' 10""","73""",Orthodox,"Feb 18, 1988",http://ufcstats.com/fighter-details/654ae722109a0d31
Saparbeg Safarov,"6' 1""","78""",Orthodox,"Oct 14, 1986",http://ufcstats.com/fighter-details/88d7b6d8230e1f3f
Nicolae Negumereanu,"6' 0""","78""",Orthodox,"Sep 04, 1994",http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Dan Ige,"5' 7""","71""",Orthodox,"Aug 06, 1991",http://ufcstats.com/fighter-details/82a5152216251682
Danny Henry,"6' 0""","73""",Orthodox,"Jul 17, 1988",http://ufcstats.com/fighter-details/f7d73e452b064bf2
Molly McCann,"5' 4""","62""",Orthodox,"May 04, 1990",http://ufcstats.com/fighter-details/51018a31ddf31eb2
Mike Grundy,"5' 7""","72""",Orthodox,"Jan 03, 1987",http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Nad Narimani,"5' 8""","70""",Orthodox,"Apr 14, 1987",http://ufcstats.com/fighter-details/776a58a67665a171
Junior Dos Santos,"6' 4""","77""",Orthodox,"Jan 30, 1984",http://ufcstats.com/fighter-details/63def5a5662a6917
Derrick Lewis,"6' 3""","79""",Orthodox,"Feb 07, 1985",http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Elizeu Zaleski dos Santos,"5' 11""","73""",Orthodox,"Dec 11, 1986",http://ufcstats.com/fighter-details/8adcbd525fab8d9b
Niko Price,"6' 0""","76""",Orthodox,"Sep 29, 1989",http://ufcstats.com/fighter-details/d8da10db80131bec
Tim Means,"6' 2""","75""",Orthodox,"Feb 20, 1984",http://ufcstats.com/fighter-details/4b47e71384a9522f
Blagoy Ivanov,"5' 11""","73""",Southpaw,"Oct 09, 1986",http://ufcstats.com/fighter-details/1788eee370f077b7
Ben Rothwell,"6' 4""","78""",Orthodox,"Oct 17, 1981",http://ufcstats.com/fighter-details/bd58d34e39b7b12a
Beneil Dariush,"5' 10""","72""",Southpaw,"May 06, 1989",http://ufcstats.com/fighter-details/08af939f41b5a57b
Drew Dober,"5' 8""","70""",Southpaw,"Oct 19, 1988",http://ufcstats.com/fighter-details/519e4fe37ce9ff75
Omari Akhmedov,"6' 0""","73""",Orthodox,"Oct 12, 1987",http://ufcstats.com/fighter-details/16690d100f995f8f
Tim Boetsch,"6' 0""","74""",Orthodox,"Jan 28, 1981",http://ufcstats.com/fighter-details/c80095f6092271a7
Anthony Rocco Martin,"6' 0""","73""",Orthodox,"Dec 11, 1989",http://ufcstats.com/fighter-details/5331b25a60417ffb
Yana Kunitskaya,"5' 6""","68""",Orthodox,"Nov 11, 1989",http://ufcstats.com/fighter-details/3143bf892608139a
Marion Reneau,"5' 6""","68""",Orthodox,"Jun 20, 1977",http://ufcstats.com/fighter-details/c7d297714d9ab1a4
Maurice Greene,"6' 7""","82""",,"Jul 05, 1986",http://ufcstats.com/fighter-details/068f8a189a47fea6
Jeff Hughes,"6' 2""","78""",Orthodox,"May 17, 1988",http://ufcstats.com/fighter-details/6a11e325aa60ad02
Matt Schnell,"5' 8""","70""",Orthodox,"Jan 15, 1990",http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Louis Smolka,"5' 9""","68""",Orthodox,"Jul 16, 1991",http://ufcstats.com/fighter-details/d2bc285ead803db0
Alex Morono,"5' 11""","72""",Orthodox,"Aug 16, 1990",http://ufcstats.com/fighter-details/cdb96af67d096b1e
Zak Ottow,"5' 11""","72""",Orthodox,"Dec 22, 1986",http://ufcstats.com/fighter-details/47cd337b86b1af92
Alex White,"6' 0""","71""",Southpaw,"Oct 22, 1988",http://ufcstats.com/fighter-details/c17041f1bb5768d8
Dan Moret,"6' 0""","73""",Southpaw,"Nov 21, 1986",http://ufcstats.com/fighter-details/66e98b3bb5fc5250
Jon Jones,"6' 4""","84""",Orthodox,"Jul 19, 1987",http://ufcstats.com/fighter-details/07f72a2a7591b409
Kamaru Usman,"6' 0""","76""",Switch,"May 11, 1987",http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Tyron Woodley,"5' 9""","74""",Orthodox,"Apr 07, 1982",http://ufcstats.com/fighter-details/effd9de9937996f8
Ben Askren,"5' 11""","73""",Orthodox,"Jul 18, 1984",http://ufcstats.com/fighter-details/0b31f87be71ebbb1
Robbie Lawler,"5' 11""","74""",Southpaw,"Mar 20, 1982",http://ufcstats.com/fighter-details/f2925e6db404bf1d
Weili Zhang,"5' 4""",--,Switch,"Aug 13, 1989",http://ufcstats.com/fighter-details/1ebe20ebbfa15e29
Tecia Torres,"5' 1""","60""",Orthodox,"Aug 16, 1989",http://ufcstats.com/fighter-details/31ef8b67e13495b3
Pedro Munhoz,"5' 6""","65""",Orthodox,"Sep 07, 1986",http://ufcstats.com/fighter-details/6bd02119599741a4
Cody Garbrandt,"5' 8""","65""",Orthodox,"Jul 07, 1991",http://ufcstats.com/fighter-details/d8c7c61b176e3994
Zabit Magomedsharipov,"6' 1""","73""",Orthodox,"Mar 01, 1991",http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
Jeremy Stephens,"5' 8""","71""",Orthodox,"May 25, 1986",http://ufcstats.com/fighter-details/18968f97ad34f15c
Johnny Walker,"6' 5""","82""",Orthodox,"Mar 30, 1992",http://ufcstats.com/fighter-details/c21f26bbde777573
Misha Cirkunov,"6' 3""","77""",Orthodox,"Feb 27, 1987",http://ufcstats.com/fighter-details/67f272324a030d00
Cody Stamann,"5' 6""","64""",Orthodox,"Nov 09, 1989",http://ufcstats.com/fighter-details/bf7ad5628363eec9
Alejandro Perez,"5' 6""","67""",Orthodox,"Sep 02, 1989",http://ufcstats.com/fighter-details/80daefbed11ce998
Diego Sanchez,"5' 10""","72""",Southpaw,"Dec 31, 1981",http://ufcstats.com/fighter-details/82e7929bf6c2b689
Mickey Gall,"6' 2""","74""",Switch,"Jan 22, 1992",http://ufcstats.com/fighter-details/9e50097a89442158
Edmen Shahbazyan,"6' 2""",--,Orthodox,"Nov 20, 1997",http://ufcstats.com/fighter-details/4144798612ef96e5
Charles Byrd,"5' 10""","73""",Orthodox,"Oct 11, 1983",http://ufcstats.com/fighter-details/76ee3d666c648f6b
Gina Mazany,"5' 6""","68""",Southpaw,"Aug 19, 1988",http://ufcstats.com/fighter-details/016a8d958883167c
Hannah Cifers,"5' 1""","63""",Orthodox,"Jun 26, 1992",http://ufcstats.com/fighter-details/2244d9a2b64b8c3b
Polyana Viana,"5' 5""","67""",Orthodox,"Jun 14, 1992",http://ufcstats.com/fighter-details/9673a497a9da119a
Thiago Santos,"6' 2""","76""",Orthodox,"Jan 07, 1984",http://ufcstats.com/fighter-details/dea070ed4a2a8281
Jan Blachowicz,"6' 2""","78""",Orthodox,"Feb 24, 1983",http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Stefan Struve,"6' 11""","84""",Orthodox,"Feb 18, 1988",http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Marcos Rogerio de Lima,"6' 1""","75""",Orthodox,"Jun 25, 1985",http://ufcstats.com/fighter-details/ab943cd2c3c17825
Gian Villante,"6' 3""","76""",Orthodox,"Aug 18, 1985",http://ufcstats.com/fighter-details/fcd448a2fe1a23cc
Liz Carmouche,"5' 6""","66""",Orthodox,"Feb 19, 1984",http://ufcstats.com/fighter-details/51a0c09cbe9b8472
Lucie Pudilova,"5' 8""","67""",Orthodox,"Jun 13, 1994",http://ufcstats.com/fighter-details/3cf66c62d9069f43
Petr Yan,"5' 7""","67""",Switch,"Feb 11, 1993",http://ufcstats.com/fighter-details/d661ce4da776fc20
John Dodson,"5' 3""","66""",Orthodox,"Sep 26, 1984",http://ufcstats.com/fighter-details/99506df1af6c8b3b
Magomed Ankalaev,"6' 3""","75""",Orthodox,"Jun 02, 1992",http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Klidson Abreu,"6' 0""","74""",Orthodox,"Dec 24, 1992",http://ufcstats.com/fighter-details/7279654c7674cd24
Carlo Pedersoli,"5' 11""","75""",Southpaw,"Jun 08, 1993",http://ufcstats.com/fighter-details/198994b47f395af0
Gillian Robertson,"5' 5""","63""",,"May 17, 1995",http://ufcstats.com/fighter-details/38c7f72747f4f712
Veronica Macedo,"5' 4""","64""",Southpaw,"Oct 30, 1995",http://ufcstats.com/fighter-details/4798e823ada58fe9
Polo Reyes,"5' 11""","71""",,"Nov 07, 1984",http://ufcstats.com/fighter-details/edd02825c29028fe
Ismail Naurdiev,"5' 10""","74""",Orthodox,"Aug 18, 1996",http://ufcstats.com/fighter-details/6a96ad1bc34fb113
Michel Prazeres,"5' 6""","67""",Orthodox,"Jul 25, 1981",http://ufcstats.com/fighter-details/e51fcd9cd84c0b93
Diego Ferreira,"5' 9""","74""",Orthodox,"Jan 18, 1985",http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
Rustam Khabilov,"5' 8""","73""",Orthodox,"Nov 04, 1986",http://ufcstats.com/fighter-details/9b7694d064a8a0ad
Damir Ismagulov,"5' 10""",--,Orthodox,"Feb 03, 1991",http://ufcstats.com/fighter-details/135d124172a0bea3
Francis Ngannou,"6' 4""","83""",Orthodox,"Sep 05, 1986",http://ufcstats.com/fighter-details/8d03ce87ca14e778
Cain Velasquez,"6' 1""","77""",Orthodox,"Jul 28, 1982",http://ufcstats.com/fighter-details/0ff11cc094e887bc
Paul Felder,"5' 11""","70""",Orthodox,"Apr 25, 1984",http://ufcstats.com/fighter-details/e5010b1b94ca5755
James Vick,"6' 3""","76""",Orthodox,"Feb 23, 1987",http://ufcstats.com/fighter-details/6256b2b1562cb8e1
Cynthia Calvillo,"5' 4""","64""",Orthodox,"Jul 13, 1987",http://ufcstats.com/fighter-details/98215d037be5bcb7
Cortney Casey,"5' 7""","67""",Orthodox,"May 05, 1987",http://ufcstats.com/fighter-details/5f179af5fffeb9f6
Kron Gracie,"5' 9""","70""",Southpaw,"Jul 11, 1988",http://ufcstats.com/fighter-details/242d36d241b43c12
Alex Caceres,"5' 10""","73""",Southpaw,"Jun 20, 1988",http://ufcstats.com/fighter-details/7aa3d6964eff4877
Bryan Barberena,"6' 0""","72""",Southpaw,"May 03, 1989",http://ufcstats.com/fighter-details/a331233f597090a5
Andre Fili,"5' 11""","74""",Orthodox,"Jun 25, 1990",http://ufcstats.com/fighter-details/8fd808923cffff82
Myles Jury,"5' 10""","73""",Orthodox,"Oct 31, 1988",http://ufcstats.com/fighter-details/08e908ed6d18d6a0
Aljamain Sterling,"5' 7""","71""",Orthodox,"Jul 31, 1989",http://ufcstats.com/fighter-details/cb696ebfb6598724
Jimmie Rivera,"5' 4""","68""",Orthodox,"Jun 29, 1989",http://ufcstats.com/fighter-details/9c907996820d2d69
Manny Bermudez,"5' 10""","71""",Orthodox,"Jul 16, 1994",http://ufcstats.com/fighter-details/2dc1bc1a02961656
Benito Lopez,"5' 10""","73""",Switch,"Apr 06, 1994",http://ufcstats.com/fighter-details/773f7feacf96153e
Andrea Lee,"5' 6""","69""",Orthodox,"Feb 11, 1989",http://ufcstats.com/fighter-details/05fa626cb33d15b8
Ashlee Evans-Smith,"5' 8""","67""",Orthodox,"Jul 09, 1987",http://ufcstats.com/fighter-details/fc6e681bf6658faf
Scott Holtzman,"5' 9""","69""",Orthodox,"Sep 30, 1983",http://ufcstats.com/fighter-details/df1eb4354d18a906
Luke Sanders,"5' 6""","67""",Southpaw,"Dec 12, 1985",http://ufcstats.com/fighter-details/96428b9e9bd048ea
Renan Barao,"5' 6""","70""",Orthodox,"Jan 31, 1987",http://ufcstats.com/fighter-details/2c99576fefe53c7c
Emily Whitmire,"5' 5""","63""",,"May 24, 1991",http://ufcstats.com/fighter-details/b3d21b2610dcfaeb
Alexandra Albu,"5' 2""","63""",Orthodox,"Jul 14, 1990",http://ufcstats.com/fighter-details/e76d9f656ceb82ab
Lando Vannata,"5' 9""","71""",Orthodox,"Mar 14, 1992",http://ufcstats.com/fighter-details/f9b200db02b488d9
Marcos Mariano,"6' 1""",--,Switch,"Oct 12, 1986",http://ufcstats.com/fighter-details/72e5e5a6edfa8223
Ricky Simon,"5' 6""","69""",Orthodox,"Aug 31, 1992",http://ufcstats.com/fighter-details/5987b2458f4b5290
Rani Yahya,"5' 6""","67""",Orthodox,"Sep 12, 1984",http://ufcstats.com/fighter-details/94527830000ab715
Montana De La Rosa,"5' 7""","68""",,"Feb 14, 1995",http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Nadia Kassem,"5' 5""","66""",Southpaw,"Nov 15, 1995",http://ufcstats.com/fighter-details/6e7506127408aa9e
Jimmy Crute,"6' 2""","74""",Orthodox,"Mar 04, 1996",http://ufcstats.com/fighter-details/70e1f8a821b72c8b
Sam Alvey,"6' 2""","75""",Southpaw,"May 06, 1986",http://ufcstats.com/fighter-details/d156513a19acf856
Devonte Smith,"5' 9""","76""",Orthodox,"Jul 30, 1993",http://ufcstats.com/fighter-details/207773daeb4afa7b
Dong Hyun Ma,"5' 11""","70""",Orthodox,"Sep 09, 1988",http://ufcstats.com/fighter-details/98a6b2361045898f
Shane Young,"5' 8""","72""",Orthodox,"Jul 31, 1993",http://ufcstats.com/fighter-details/4cd8b03aee1d0138
Austin Arnett,"6' 0""","72""",Orthodox,"Oct 22, 1991",http://ufcstats.com/fighter-details/bf0e700106d00e55
Kai Kara-France,"5' 5""","69""",Orthodox,"Mar 26, 1993",http://ufcstats.com/fighter-details/853eb0dd5c0e2149
Raulian Paiva,"5' 8""","69""",Orthodox,"Oct 17, 1995",http://ufcstats.com/fighter-details/82b4e942781b1046
Kyung Ho Kang,"5' 9""","73""",Orthodox,"Sep 09, 1987",http://ufcstats.com/fighter-details/a7897d200692ab64
Teruto Ishihara,"5' 7""","69""",Southpaw,"Jul 23, 1991",http://ufcstats.com/fighter-details/88cd34d836b4ebcd
Callan Potter,"6' 0""","72""",Orthodox,"Jun 09, 1984",http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb
Jonathan Martinez,"5' 8""","70""",Southpaw,"Apr 20, 1986",http://ufcstats.com/fighter-details/f2477cf43c4975cc
Wuliji Buren,"5' 9""","69""",Orthodox,"Mar 01, 1989",http://ufcstats.com/fighter-details/2296125b6c362355
Marlon Moraes,"5' 6""","67""",Orthodox,"Apr 26, 1988",http://ufcstats.com/fighter-details/fea79f9bc8c68769
Raphael Assuncao,"5' 5""","66""",Orthodox,"Jul 19, 1982",http://ufcstats.com/fighter-details/2f13e4020cea5b38
Renato Moicano,"5' 11""","72""",Orthodox,"May 21, 1989",http://ufcstats.com/fighter-details/b6452706b373eea1
Demian Maia,"6' 1""","72""",Southpaw,"Nov 06, 1977",http://ufcstats.com/fighter-details/427b5953ac8e3a27
Lyman Good,"6' 0""","74""",Orthodox,"May 26, 1985",http://ufcstats.com/fighter-details/4e0692ad070976e4
David Teymur,"5' 9""","73""",Southpaw,"May 01, 1989",http://ufcstats.com/fighter-details/2747c60e42d9d75f
Justin Ledet,"6' 4""","80""",Orthodox,"Sep 28, 1988",http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
Livinha Souza,"5' 5""","63""",Orthodox,"Mar 11, 1991",http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Sarah Frota,"5' 6""","69""",Southpaw,"Apr 14, 1987",http://ufcstats.com/fighter-details/1641ef250e9de19b
Markus Perez,"6' 1""","73""",Orthodox,"Jun 22, 1988",http://ufcstats.com/fighter-details/2ac4628c08ec5125
Anthony Hernandez,"6' 0""","75""",Orthodox,"Oct 18, 1993",http://ufcstats.com/fighter-details/093e1f5bb73850be
Mara Romero Borella,"5' 6""","69""",Orthodox,"Jun 03, 1986",http://ufcstats.com/fighter-details/82cbb809d5ee565c
Taila Santos,"5' 5""","68""",Orthodox,"Jun 22, 1993",http://ufcstats.com/fighter-details/f7467152fd9f18a2
Jairzinho Rozenstruik,"6' 2""","78""",Orthodox,"Mar 17, 1988",http://ufcstats.com/fighter-details/2cd428e9606856fd
Junior Albini,"6' 3""","74""",Orthodox,"Mar 15, 1991",http://ufcstats.com/fighter-details/c482c8605455a213
Geraldo de Freitas,"5' 9""","72""",Orthodox,"Sep 30, 1991",http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
Felipe Colares,"5' 9""","69""",Orthodox,"Mar 31, 1994",http://ufcstats.com/fighter-details/dbac0a413af64bbe
Said Nurmagomedov,"5' 8""","70""",Orthodox,"Apr 05, 1992",http://ufcstats.com/fighter-details/0fd5f4b838e890cc
Ricardo Ramos,"5' 9""","72""",Orthodox,"Aug 01, 1995",http://ufcstats.com/fighter-details/1ae8f3c723aacff4
Rogerio Bontorin,"5' 6""","67""",Orthodox,"Apr 25, 1992",http://ufcstats.com/fighter-details/07a2bdaa0afdd831
Magomed Bibulatov,"5' 5""","65""",Orthodox,"Aug 22, 1988",http://ufcstats.com/fighter-details/87f19d19f4cb73f8
Henry Cejudo,"5' 4""","64""",Orthodox,"Feb 09, 1987",http://ufcstats.com/fighter-details/056c493bbd76a918
TJ Dillashaw,"5' 6""","67""",Orthodox,"Feb 07, 1986",http://ufcstats.com/fighter-details/c849740a3ff51931
Allen Crowder,"6' 3""","76""",Orthodox,"Nov 08, 1989",http://ufcstats.com/fighter-details/a9d6e047ce48ab63
Gregor Gillespie,"5' 7""","71""",Orthodox,"Nov 13, 1986",http://ufcstats.com/fighter-details/84ff027394f7e470
Yancy Medeiros,"5' 10""","75""",Orthodox,"Sep 07, 1987",http://ufcstats.com/fighter-details/813550bc53b15fb0
Joseph Benavidez,"5' 4""","65""",Southpaw,"Jul 31, 1984",http://ufcstats.com/fighter-details/80eacd4da0617c57
Dustin Ortiz,"5' 5""","65""",Orthodox,"Dec 25, 1988",http://ufcstats.com/fighter-details/f53c1f4ceeed8c08
Paige VanZant,"5' 4""","65""",Orthodox,"Mar 26, 1994",http://ufcstats.com/fighter-details/4d5197f331c47290
Rachael Ostovich,"5' 3""","62""",Orthodox,"Feb 25, 1991",http://ufcstats.com/fighter-details/01784fbc27c68b14
Karl Roberson,"6' 1""","74""",Southpaw,"Oct 04, 1990",http://ufcstats.com/fighter-details/37d5b176d438d2a5
Alexander Hernandez,"5' 9""","72""",Orthodox,"Oct 01, 1992",http://ufcstats.com/fighter-details/262a7d06203657e6
Joanne Calderwood,"5' 6""","65""",Orthodox,"Dec 23, 1985",http://ufcstats.com/fighter-details/12f91bfa8f1f723b
Ariane Lipski,"5' 6""",--,Orthodox,"Jan 26, 1994",http://ufcstats.com/fighter-details/6551c64fbcd1a467
Alonzo Menifield,"6' 0""","76""",Orthodox,"Oct 18, 1987",http://ufcstats.com/fighter-details/a495f599e787614f
Vinicius Moreira,"6' 4""",--,Orthodox,"Feb 28, 1989",http://ufcstats.com/fighter-details/acb36c908d415c4a
Mario Bautista,"5' 9""","72""",Switch,"Jul 01, 1993",http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Dennis Bermudez,"5' 6""","66""",Orthodox,"Dec 13, 1986",http://ufcstats.com/fighter-details/6f242453c91a5af0
Te Edwards,"5' 8""","72""",Orthodox,"Sep 11, 1990",http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
Geoff Neal,"5' 11""","75""",Southpaw,"Aug 28, 1990",http://ufcstats.com/fighter-details/b997be68943010fc
Chance Rencountre,"6' 2""","75""",Southpaw,"Dec 31, 1986",http://ufcstats.com/fighter-details/1ddb480b601cefb1
Kyle Stewart,"6' 2""","76""",Orthodox,"Jan 31, 1989",http://ufcstats.com/fighter-details/bb61823f76361297
Amanda Nunes,"5' 8""","69""",Orthodox,"May 30, 1988",http://ufcstats.com/fighter-details/80fa8218c99f9c58
Cris Cyborg,"5' 8""","68""",Orthodox,"Jul 09, 1985",http://ufcstats.com/fighter-details/634bb0de2eb043b4
Michael Chiesa,"6' 1""","75""",Southpaw,"Dec 07, 1987",http://ufcstats.com/fighter-details/c58f51dedb310998
Carlos Condit,"6' 2""","75""",Orthodox,"Apr 26, 1984",http://ufcstats.com/fighter-details/f9f07bb5a43535ed
Corey Anderson,"6' 3""","79""",Orthodox,"Sep 22, 1989",http://ufcstats.com/fighter-details/5e4eec08896c9423
Ilir Latifi,"5' 10""","73""",Orthodox,"Jul 28, 1983",http://ufcstats.com/fighter-details/e9a3aeb207578eea
Chad Mendes,"5' 6""","66""",Orthodox,"May 01, 1985",http://ufcstats.com/fighter-details/b5b684eac99ae0a3
Cat Zingano,"5' 6""","68""",Southpaw,"Jul 01, 1982",http://ufcstats.com/fighter-details/3ecd936bd8814108
Douglas Silva de Andrade,"5' 7""","68""",Orthodox,"Jun 22, 1985",http://ufcstats.com/fighter-details/3a314d9fa7c6825d
Ryan Hall,"5' 10""","71""",,"Feb 22, 1985",http://ufcstats.com/fighter-details/8866c6f509c19089
Andre Ewell,"5' 11""","76""",Southpaw,"Jan 21, 1988",http://ufcstats.com/fighter-details/5f6f049d54728e88
Uriah Hall,"6' 0""","79""",Orthodox,"Jul 31, 1984",http://ufcstats.com/fighter-details/65578a75fa7900e3
Bevon Lewis,"6' 3""","79""",Orthodox,"May 05, 1991",http://ufcstats.com/fighter-details/899923ff6ab13917
Siyar Bahadurzada,"5' 11""","73""",Orthodox,"Apr 17, 1984",http://ufcstats.com/fighter-details/aec185309b4843d0
Brian Kelleher,"5' 6""","66""",Switch,"Aug 19, 1986",http://ufcstats.com/fighter-details/7be14eaed4c74856
Dan Hooker,"6' 0""","75""",Switch,"Feb 13, 1990",http://ufcstats.com/fighter-details/193b9d1858bc4df3
Rob Font,"5' 8""","71""",Orthodox,"Jun 25, 1987",http://ufcstats.com/fighter-details/05339613bf8e9808
Sergio Pettis,"5' 6""","69""",Orthodox,"Aug 18, 1993",http://ufcstats.com/fighter-details/de75d1c45a39e221
Drakkar Klose,"5' 9""","70""",Orthodox,"Mar 09, 1988",http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Bobby Green,"5' 10""","71""",Orthodox,"Sep 09, 1986",http://ufcstats.com/fighter-details/887961364be5ceb3
Joaquim Silva,"5' 8""","69""",,"Feb 05, 1989",http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Jared Gordon,"5' 9""","68""",Orthodox,"Sep 06, 1988",http://ufcstats.com/fighter-details/7026eca45f65377b
Trevor Smith,"6' 3""","75""",Orthodox,"Jan 05, 1981",http://ufcstats.com/fighter-details/f797f0c57a83353e
Jordan Griffin,"5' 10""","72""",Southpaw,"Feb 28, 1990",http://ufcstats.com/fighter-details/ebef46976554f975
Mike Rodriguez,"6' 4""","82""",Southpaw,"Nov 28, 1988",http://ufcstats.com/fighter-details/18b602842a24f7c5
Adam Milstead,"6' 3""","76""",Orthodox,"Jul 03, 1987",http://ufcstats.com/fighter-details/72ffecf712673af1
Chris de la Rocha,"6' 3""","80""",Orthodox,"May 15, 1979",http://ufcstats.com/fighter-details/e51ee8ded927fc51
Brian Ortega,"5' 8""","69""",Switch,"Feb 21, 1991",http://ufcstats.com/fighter-details/def8166ff24bd237
Valentina Shevchenko,"5' 5""","66""",Southpaw,"Mar 07, 1988",http://ufcstats.com/fighter-details/132deb59abae64b1
Joanna Jedrzejczyk,"5' 6""","65""",Orthodox,"Aug 18, 1987",http://ufcstats.com/fighter-details/3d6749c4267da18f
Hakeem Dawodu,"5' 8""","73""",Orthodox,"Jul 02, 1991",http://ufcstats.com/fighter-details/2c9d00968f818270
